gene	biotype
MIR5581	miRNA
MIR5582	miRNA
MIR5583-1	miRNA
MIR5584	miRNA
MIR5585	miRNA
MIR5586	miRNA
MIR5587	miRNA
MIR5589	miRNA
MIR558	miRNA
MIR5590	miRNA
MIR5591	miRNA
MIR559	miRNA
MIR561	miRNA
MIR562	miRNA
MIR563	miRNA
MIR564	miRNA
MIR566	miRNA
MIR567	miRNA
MIR5680	miRNA
MIR5681A	miRNA
MIR5682	miRNA
MIR5683	miRNA
MIR5684	miRNA
MIR5685	miRNA
MIR5687	miRNA
MIR5688	miRNA
MIR5689	miRNA
MIR568	miRNA
MIR5690	miRNA
MIR5691	miRNA
MIR5692A1	miRNA
MIR5692A2	miRNA
MIR5692B	miRNA
MIR5692C1	miRNA
MIR5692C2	miRNA
MIR5693	miRNA
MIR5694	miRNA
MIR5695	miRNA
MIR5696	miRNA
MIR5697	miRNA
MIR5698	miRNA
MIR5699	miRNA
MIR569	miRNA
MIR5700	miRNA
MIR5701-1	miRNA
MIR5701-2	miRNA
MIR5702	miRNA
MIR5703	miRNA
MIR5704	miRNA
MIR5705	miRNA
MIR5706	miRNA
MIR5707	miRNA
MIR5708	miRNA
MIR570	miRNA
MIR571	miRNA
MIR572	miRNA
MIR573	miRNA
MIR574	miRNA
MIR575	miRNA
MIR576	miRNA
MIR577	miRNA
MIR578	miRNA
MIR579	miRNA
MIR580	miRNA
MIR581	miRNA
MIR582	miRNA
MIR583	miRNA
MIR584	miRNA
MIR585	miRNA
MIR586	miRNA
MIR587	miRNA
MIR588	miRNA
MIR589	miRNA
MIR590	miRNA
MIR591	miRNA
MIR592	miRNA
MIR593	miRNA
MIR595	miRNA
MIR596	miRNA
MIR597	miRNA
MIR598	miRNA
MIR599	miRNA
MIR600HG	sense_intronic
MIR601	miRNA
MIR602	miRNA
MIR603	miRNA
MIR604	miRNA
MIR605	miRNA
MIR606	miRNA
MIR607	miRNA
MIR608	miRNA
MIR609	miRNA
MIR610	miRNA
MIR611	miRNA
MIR613	miRNA
MIR614	miRNA
MIR615	miRNA
MIR616	miRNA
MIR617	miRNA
MIR618	miRNA
MIR619	miRNA
MIR620	miRNA
MIR621	miRNA
MIR622	miRNA
MIR623	miRNA
MIR624	miRNA
MIR625	miRNA
MIR626	miRNA
MIR627	miRNA
MIR628	miRNA
MIR629	miRNA
MIR630	miRNA
MIR631	miRNA
MIR632	miRNA
MIR633	miRNA
MIR634	miRNA
MIR635	miRNA
MIR636	miRNA
MIR637	miRNA
MIR638	miRNA
MIR639	miRNA
MIR640	miRNA
MIR641	miRNA
MIR642A	miRNA
MIR643	miRNA
MIR644A	miRNA
MIR645	miRNA
MIR646	miRNA
MIR647	miRNA
MIR648	miRNA
MIR649	miRNA
MIR650	miRNA
MIR651	miRNA
MIR652	miRNA
MIR653	miRNA
MIR654	miRNA
MIR655	miRNA
MIR656	miRNA
MIR657	miRNA
MIR658	miRNA
MIR659	miRNA
MIR660	miRNA
MIR661	miRNA
MIR662	miRNA
MIR663A	processed_transcript
MIR663B	miRNA
MIR665	miRNA
MIR670	miRNA
MIR671	miRNA
MIR676	miRNA
MIR708	miRNA
MIR711	miRNA
MIR718	miRNA
MIR7-1	miRNA
MIR720	miRNA
MIR7-2	miRNA
MIR7-3HG	lincRNA
MIR7-3	miRNA
MIR744	miRNA
MIR758	miRNA
MIR759	miRNA
MIR760	miRNA
MIR761	miRNA
MIR762	miRNA
MIR764	miRNA
MIR765	miRNA
MIR766	miRNA
MIR767	miRNA
MIR769	miRNA
MIR770	miRNA
MIR802	miRNA
MIR873	miRNA
MIR874	miRNA
MIR875	miRNA
MIR876	miRNA
MIR877	miRNA
MIR885	miRNA
MIR887	miRNA
MIR888	miRNA
MIR889	miRNA
MIR890	miRNA
MIR891A	miRNA
MIR891B	miRNA
MIR892A	miRNA
MIR892B	miRNA
MIR9-1	miRNA
MIR920	miRNA
MIR921	miRNA
MIR922	miRNA
MIR92A2	miRNA
MIR92B	miRNA
MIR933	miRNA
MIR934	miRNA
MIR935	miRNA
MIR936	miRNA
MIR937	miRNA
MIR938	miRNA
MIR939	miRNA
MIR9-3	miRNA
MIR93	miRNA
MIR940	lincRNA
MIR941-1	miRNA
MIR941-2	miRNA
MIR941-3	miRNA
MIR942	miRNA
MIR943	miRNA
MIR944	miRNA
MIR95	miRNA
MIR96	miRNA
MIR98	miRNA
MIR99A	miRNA
MIR99B	miRNA
MIRLET7A1	miRNA
MIRLET7A2	miRNA
MIRLET7A3	miRNA
MIRLET7B	miRNA
MIRLET7C	miRNA
MIRLET7DHG	lincRNA
MIRLET7D	miRNA
MIRLET7E	miRNA
MIRLET7F1	miRNA
MIRLET7F2	miRNA
MIRLET7G	miRNA
MIRLET7I	miRNA
MIS12	protein_coding
MIS18A-AS1	antisense
MIS18A	protein_coding
MIS18BP1	protein_coding
MISP	protein_coding
MITD1	protein_coding
MITF	protein_coding
MIXL1	protein_coding
MKI67IP	protein_coding
MKI67	protein_coding
MKKS	protein_coding
MKL1	protein_coding
MKL2	protein_coding
MKLN1-AS1	antisense
MKLN1-AS2	processed_transcript
MKLN1	protein_coding
MKNK1-AS1	antisense
MKNK1	protein_coding
MKNK2	protein_coding
MKRN1	protein_coding
MKRN2	protein_coding
MKRN3	protein_coding
MKRN9P	pseudogene
MKS1	protein_coding
MKX	protein_coding
MLANA	protein_coding
MLC1	protein_coding
MLEC	protein_coding
MLF1IP	protein_coding
MLF1	protein_coding
MLF2	protein_coding
MLH1	protein_coding
MLH3	protein_coding
MLIP-AS1	antisense
MLIP-IT1	sense_intronic
MLIP	protein_coding
MLK4	protein_coding
MLK7-AS1	antisense
MLKL	protein_coding
MLLT10	protein_coding
MLLT11	protein_coding
MLLT1	protein_coding
MLLT3	protein_coding
MLLT4-AS1	processed_transcript
MLLT4	protein_coding
MLLT6	protein_coding
MLN	protein_coding
MLNR	protein_coding
MLPH	protein_coding
MLST8	protein_coding
MLTK	protein_coding
MLXIPL	protein_coding
MLXIP	protein_coding
MLX	protein_coding
MLYCD	protein_coding
MMAA	protein_coding
MMAB	protein_coding
MMACHC	protein_coding
MMADHC	protein_coding
MMD2	protein_coding
MMD	protein_coding
MME-AS1	antisense
MMEL1	protein_coding
MME	protein_coding
MMGT1	protein_coding
MMP10	protein_coding
MMP11	protein_coding
MMP12	processed_transcript
MMP13	protein_coding
MMP14	protein_coding
MMP15	protein_coding
MMP16	protein_coding
MMP17	protein_coding
MMP19	protein_coding
MMP1	protein_coding
MMP20	protein_coding
MMP21	protein_coding
MMP23B	protein_coding
MMP24-AS1	antisense
MMP24	protein_coding
MMP25	protein_coding
MMP26	protein_coding
MMP27	protein_coding
MMP28	protein_coding
MMP2	protein_coding
MMP3	protein_coding
MMP7	protein_coding
MMP8	protein_coding
MMP9	protein_coding
MMRN1	protein_coding
MMRN2	protein_coding
MMS19	protein_coding
MMS22L	protein_coding
MN1	protein_coding
MNAT1	protein_coding
MND1	protein_coding
MNDA	protein_coding
MNS1	protein_coding
MNT	protein_coding
MNX1-AS1	antisense
MNX1-AS2	antisense
MNX1	protein_coding
MOAP1	protein_coding
MOB1A	protein_coding
MOB1B	protein_coding
MOB2	protein_coding
MOB3A	protein_coding
MOB3B	protein_coding
MOB3C	protein_coding
MOB4	protein_coding
MOBP	protein_coding
MOCOS	protein_coding
MOCS1	protein_coding
MOCS2	protein_coding
MOCS3	protein_coding
MOGAT1	protein_coding
MOGAT2	protein_coding
MOGAT3	protein_coding
MOG	protein_coding
MOGS	protein_coding
MOK	protein_coding
MON1A	protein_coding
MON1B	protein_coding
MON2	protein_coding
MORC1-AS1	antisense
MORC1	protein_coding
MORC2-AS1	antisense
MORC2	protein_coding
MORC3	protein_coding
MORC4	protein_coding
MORF4L1	protein_coding
MORF4L2-AS1	antisense
MORF4L2	protein_coding
MORN1	protein_coding
MORN2	protein_coding
MORN3	protein_coding
MORN4	protein_coding
MORN5	protein_coding
MOSPD1	protein_coding
MOSPD2	protein_coding
MOSPD3	protein_coding
MOS	protein_coding
MOV10L1	protein_coding
MOV10	protein_coding
MOXD1	protein_coding
MOXD2P	pseudogene
MPC1	protein_coding
MPC2	protein_coding
MPDU1	protein_coding
MPDZ	protein_coding
MPEG1	protein_coding
MPG	protein_coding
MPHOSPH10	protein_coding
MPHOSPH6	protein_coding
MPHOSPH8	protein_coding
MPHOSPH9	protein_coding
MPI	protein_coding
MPLKIP	protein_coding
MPL	protein_coding
MPND	protein_coding
MPO	protein_coding
MPP1	protein_coding
MPP2	protein_coding
MPP3	protein_coding
MPP4	protein_coding
MPP5	protein_coding
MPP6	protein_coding
MPP7	protein_coding
MPPE1	protein_coding
MPPED1	protein_coding
MPPED2	protein_coding
MPRIP-AS1	antisense
MPRIP	protein_coding
MPST	protein_coding
MPV17L2	protein_coding
MPV17L	protein_coding
MPV17	protein_coding
MPZL1	protein_coding
MPZL2	protein_coding
MPZL3	protein_coding
MPZ	protein_coding
MR1	protein_coding
MRAP2	protein_coding
MRAP	protein_coding
MRAS	protein_coding
MRC1L1	protein_coding
MRC1	protein_coding
MRC2	protein_coding
MRE11A	protein_coding
MREG	protein_coding
MRFAP1L1	protein_coding
MRFAP1	protein_coding
MRGBP	protein_coding
MRGPRD	protein_coding
MRGPRE	protein_coding
MRGPRF	protein_coding
MRGPRG-AS1	antisense
MRGPRG	protein_coding
MRGPRX1	protein_coding
MRGPRX2	protein_coding
MRGPRX3	protein_coding
MRGPRX4	protein_coding
MRI1	protein_coding
MRM1	protein_coding
MROH1	protein_coding
MROH2A	protein_coding
MROH2B	protein_coding
MROH5	polymorphic_pseudogene
MROH6	protein_coding
MROH7	protein_coding
MROH7-TTC4	protein_coding
MROH8	protein_coding
MROH9	protein_coding
MRO	protein_coding
MRP63	protein_coding
MRPL10	protein_coding
MRPL11	protein_coding
MRPL12	protein_coding
MRPL13	protein_coding
MRPL14	protein_coding
MRPL15	protein_coding
MRPL16	protein_coding
MRPL17	protein_coding
MRPL18	protein_coding
MRPL19	protein_coding
MRPL1	protein_coding
MRPL20	protein_coding
MRPL21	protein_coding
MRPL22	protein_coding
MRPL23-AS1	antisense
MRPL23	protein_coding
MRPL24	protein_coding
MRPL27	protein_coding
MRPL28	protein_coding
MRPL2	protein_coding
MRPL30	protein_coding
MRPL32	protein_coding
MRPL33	protein_coding
MRPL34	protein_coding
MRPL35	protein_coding
MRPL36	protein_coding
MRPL37	protein_coding
MRPL38	protein_coding
MRPL39	protein_coding
MRPL3	protein_coding
MRPL40	protein_coding
MRPL41	protein_coding
MRPL42	protein_coding
MRPL43	protein_coding
MRPL44	protein_coding
MRPL45P2	pseudogene
MRPL45	protein_coding
MRPL46	protein_coding
MRPL47	protein_coding
MRPL48	protein_coding
MRPL49	protein_coding
MRPL4	protein_coding
MRPL50	protein_coding
MRPL51	protein_coding
MRPL52	protein_coding
MRPL53	protein_coding
MRPL54	protein_coding
MRPL55	protein_coding
MRPL9	protein_coding
MRPS10	protein_coding
MRPS11	protein_coding
MRPS12	protein_coding
MRPS14	protein_coding
MRPS15	protein_coding
MRPS16	protein_coding
MRPS17	protein_coding
MRPS18A	protein_coding
MRPS18B	protein_coding
MRPS18C	protein_coding
MRPS21	protein_coding
MRPS22	protein_coding
MRPS23	protein_coding
MRPS24	protein_coding
MRPS25	protein_coding
MRPS26	protein_coding
MRPS27	protein_coding
MRPS28	protein_coding
MRPS2	protein_coding
MRPS30	protein_coding
MRPS31P5	pseudogene
MRPS31	protein_coding
MRPS33	protein_coding
MRPS34	protein_coding
MRPS35	protein_coding
MRPS36	protein_coding
MRPS5	protein_coding
MRPS6	protein_coding
MRPS7	protein_coding
MRPS9	protein_coding
MRRF	protein_coding
MRS2	protein_coding
MRTO4	protein_coding
MRVI1-AS1	antisense
MRVI1	protein_coding
MS4A10	protein_coding
MS4A12	protein_coding
MS4A13	protein_coding
MS4A14	protein_coding
MS4A15	protein_coding
MS4A18	protein_coding
MS4A1	protein_coding
MS4A2	protein_coding
MS4A3	protein_coding
MS4A4A	protein_coding
MS4A4E	protein_coding
MS4A5	protein_coding
MS4A6A	protein_coding
MS4A6E	protein_coding
MS4A7	protein_coding
MS4A8	protein_coding
MSANTD1	protein_coding
MSANTD2	protein_coding
MSANTD3	protein_coding
MSANTD3-TMEFF1	protein_coding
MSANTD4	protein_coding
MSC	protein_coding
MSGN1	protein_coding
MSH2	protein_coding
MSH3	protein_coding
MSH4	protein_coding
MSH5	protein_coding
MSH5-SAPCD1	protein_coding
MSH6	protein_coding
MSI1	protein_coding
MSI2	protein_coding
MSL1	protein_coding
MSL2	protein_coding
MSL3P1	pseudogene
MSL3	protein_coding
MSLNL	protein_coding
MSLN	protein_coding
MSMB	protein_coding
MSMO1	protein_coding
MSMP	protein_coding
MSN	protein_coding
MSR1	protein_coding
MSRA	protein_coding
MSRB1	protein_coding
MSRB2	protein_coding
MSRB3	protein_coding
MSS51	protein_coding
MST1L	pseudogene
MST1	protein_coding
MST1R	protein_coding
MST4	protein_coding
MSTN	protein_coding
MSTO1	protein_coding
MSX1	protein_coding
MSX2	protein_coding
MT1A	protein_coding
MT1B	protein_coding
MT1DP	pseudogene
MT1E	protein_coding
MT1F	protein_coding
MT1G	protein_coding
MT1HL1	protein_coding
MT1H	protein_coding
MT1JP	pseudogene
MT1L	pseudogene
MT1M	protein_coding
MT1X	protein_coding
MT2A	protein_coding
MT3	protein_coding
MT4	protein_coding
MTA1	protein_coding
MTA2	protein_coding
MTA3	protein_coding
MTAP	protein_coding
MTBP	protein_coding
MTCH1	protein_coding
MTCH2	protein_coding
MTCP1	protein_coding
MTDH	protein_coding
MTERFD1	protein_coding
MTERFD2	protein_coding
MTERFD3	protein_coding
MTERF	protein_coding
MTF1	protein_coding
MTF2	protein_coding
MTFMT	protein_coding
MTFP1	protein_coding
MTFR1L	protein_coding
MTFR1	protein_coding
MTFR2	protein_coding
MTG1	protein_coding
MTG2	protein_coding
MTHFD1L	protein_coding
MTHFD1	protein_coding
MTHFD2L	protein_coding
MTHFD2P1	pseudogene
MTHFD2	protein_coding
MTHFR	protein_coding
MTHFSD	protein_coding
MTHFS	protein_coding
MTIF2	protein_coding
MTIF3	protein_coding
MTL5	protein_coding
MTM1	protein_coding
MTMR10	protein_coding
MTMR11	protein_coding
MTMR12	protein_coding
MTMR14	protein_coding
MTMR1	protein_coding
MTMR2	protein_coding
MTMR3	protein_coding
MTMR4	protein_coding
MTMR6	protein_coding
MTMR7	protein_coding
MTMR8	protein_coding
MTMR9LP	pseudogene
MTMR9	protein_coding
MTND1P15	pseudogene
MTNR1A	protein_coding
MTNR1B	protein_coding
MTO1	protein_coding
MTOR-AS1	antisense
MTOR	protein_coding
MTPAP	protein_coding
MTPN	protein_coding
MTRF1L	protein_coding
MTRF1	protein_coding
MTRNR2L10	protein_coding
MTRNR2L11	protein_coding
MTRNR2L12	protein_coding
MTRNR2L13	protein_coding
MTRNR2L1	protein_coding
MTRNR2L2	protein_coding
MTRNR2L3	protein_coding
MTRNR2L4	protein_coding
MTRNR2L5	protein_coding
MTRNR2L6	protein_coding
MTRNR2L7	protein_coding
MTRNR2L8	protein_coding
MTRNR2L9	protein_coding
MTR	protein_coding
MTRR	protein_coding
MTSS1L	protein_coding
MTSS1	protein_coding
MTTP	protein_coding
MTUS1	protein_coding
MTUS2-AS1	antisense
MTUS2-AS2	antisense
MTUS2	protein_coding
MTX1	protein_coding
MTX2	protein_coding
MTX3	protein_coding
MUC12	protein_coding
MUC13	protein_coding
MUC15	protein_coding
MUC16	protein_coding
MUC17	protein_coding
MUC19	protein_coding
MUC1	protein_coding
MUC20	protein_coding
MUC21	protein_coding
MUC22	protein_coding
MUC2	protein_coding
MUC3A	protein_coding
MUC4	protein_coding
MUC5AC	protein_coding
MUC5B	protein_coding
MUC6	protein_coding
MUC7	protein_coding
MUC8	protein_coding
MUCL1	protein_coding
MUL1	protein_coding
MUM1L1	protein_coding
MUM1	protein_coding
MURC	protein_coding
MUS81	protein_coding
MUSK	protein_coding
MUSTN1	protein_coding
MUT	protein_coding
MUTYH	protein_coding
MVB12A	protein_coding
MVB12B	protein_coding
MVD	protein_coding
MVK	protein_coding
MVP	protein_coding
MX1	protein_coding
MX2	protein_coding
MXD1	protein_coding
MXD3	protein_coding
MXD4	protein_coding
MXI1	protein_coding
MXRA5	protein_coding
MXRA7	protein_coding
MXRA8	protein_coding
MYADML2	protein_coding
MYADML	pseudogene
MYADM	protein_coding
MYB-AS1	antisense
MYBBP1A	protein_coding
MYBL1	protein_coding
MYBL2	protein_coding
MYBPC1	protein_coding
MYBPC2	protein_coding
MYBPC3	protein_coding
MYBPHL	protein_coding
MYBPH	protein_coding
MYB	protein_coding
MYCBP2-AS1	antisense
MYCBP2-AS2	sense_intronic
MYCBP2	protein_coding
MYCBPAP	protein_coding
MYCBP	protein_coding
MYCL	protein_coding
MYCNOS	antisense
MYCN	protein_coding
MYCNUN	lincRNA
MYC	protein_coding
MYCT1	protein_coding
MYD88	protein_coding
MYEF2	protein_coding
MYEOV2	protein_coding
MYEOV	protein_coding
MYF5	protein_coding
MYF6	protein_coding
MYH10	protein_coding
MYH11	protein_coding
MYH13	protein_coding
MYH14	protein_coding
MYH15	protein_coding
MYH16	pseudogene
MYH1	protein_coding
MYH2	protein_coding
MYH3	protein_coding
MYH4	protein_coding
MYH6	protein_coding
MYH7B	protein_coding
MYH7	protein_coding
MYH8	protein_coding
MYH9	protein_coding
MYL10	protein_coding
MYL12A	protein_coding
MYL12B	protein_coding
MYL1	protein_coding
MYL2	protein_coding
MYL3	protein_coding
MYL4	protein_coding
MYL5	protein_coding
MYL6B	protein_coding
MYL6	protein_coding
MYL7	protein_coding
MYL9	protein_coding
MYLIP	protein_coding
MYLK2	protein_coding
MYLK3	protein_coding
MYLK4	protein_coding
MYLK-AS1	antisense
MYLK-AS2	antisense
MYLK	protein_coding
MYLPF	protein_coding
MYNN	protein_coding
MYO10	protein_coding
MYO15A	protein_coding
MYO15B	protein_coding
MYO16-AS1	antisense
MYO16-AS2	antisense
MYO16	protein_coding
MYO18A	protein_coding
MYO18B	protein_coding
MYO19	protein_coding
MYO1A	protein_coding
MYO1B	protein_coding
MYO1C	protein_coding
MYO1D	protein_coding
MYO1E	protein_coding
MYO1F	protein_coding
MYO1G	protein_coding
MYO1H	protein_coding
MYO3A	protein_coding
MYO3B	protein_coding
MYO5A	protein_coding
MYO5B	protein_coding
MYO5C	protein_coding
MYO6	protein_coding
MYO7A	protein_coding
MYO7B	protein_coding
MYO9A	protein_coding
MYO9B	protein_coding
MYOCD	protein_coding
MYOC	protein_coding
MYOD1	protein_coding
MYOF	protein_coding
MYOG	protein_coding
MYOM1	protein_coding
MYOM2	protein_coding
MYOM3	protein_coding
MYOT	protein_coding
MYOZ1	protein_coding
MYOZ2	protein_coding
MYOZ3	protein_coding
MYPN	protein_coding
MYPOP	protein_coding
MYRFL	protein_coding
MYRF	protein_coding
MYRIP	protein_coding
MYSM1	protein_coding
MYT1L	protein_coding
MYT1	protein_coding
MYZAP	protein_coding
MZB1	protein_coding
MZF1	protein_coding
MZT1	protein_coding
MZT2A	protein_coding
MZT2B	protein_coding
N4BP1	protein_coding
N4BP2L1	protein_coding
N4BP2L2	protein_coding
N4BP2	protein_coding
N4BP3	protein_coding
N6AMT1	protein_coding
N6AMT2	protein_coding
NAA10	protein_coding
NAA11	protein_coding
NAA15	protein_coding
NAA16	protein_coding
NAA20	protein_coding
NAA25	protein_coding
NAA30	protein_coding
NAA35	protein_coding
NAA38	protein_coding
NAA40	protein_coding
NAA50	protein_coding
NAA60	protein_coding
NAAA	protein_coding
NAALAD2	protein_coding
NAALADL1	protein_coding
NAALADL2-AS1	antisense
NAALADL2-AS2	antisense
NAALADL2-AS3	processed_transcript
NAALADL2	protein_coding
NAB1	protein_coding
NAB2	protein_coding
NABP1	protein_coding
NABP2	protein_coding
NACA2	protein_coding
NACAD	protein_coding
NACAP1	pseudogene
NACA	protein_coding
NACC1	protein_coding
NACC2	protein_coding
NADK2-AS1	antisense
NADK2	protein_coding
NADK	protein_coding
NADSYN1	protein_coding
NAE1	protein_coding
NAF1	protein_coding
NAGA	protein_coding
NAGK	protein_coding
NAGLU	protein_coding
NAGPA	protein_coding
NAGS	protein_coding
NAIF1	protein_coding
NAIP	protein_coding
NALCN-AS1	antisense
NALCN	protein_coding
NAMA	lincRNA
NAMPTL	protein_coding
NAMPT	protein_coding
NANOGNB	protein_coding
NANOGP1	pseudogene
NANOG	protein_coding
NANOS1	protein_coding
NANOS2	protein_coding
NANOS3	protein_coding
NANP	protein_coding
NANS	protein_coding
NAP1L1	protein_coding
NAP1L2	protein_coding
NAP1L3	protein_coding
NAP1L4	protein_coding
NAP1L5	protein_coding
NAP1L6	protein_coding
NAPA-AS1	antisense
NAPA	protein_coding
NAPB	protein_coding
NAPEPLD	protein_coding
NAPG	protein_coding
NAPRT1	protein_coding
NAPSA	protein_coding
NAPSB	pseudogene
NARF-IT1	sense_intronic
NARFL	protein_coding
NARF	protein_coding
NARG2	protein_coding
NARS2	protein_coding
NARS	protein_coding
NASP	protein_coding
NAT10	protein_coding
NAT14	protein_coding
NAT16	protein_coding
NAT1	protein_coding
NAT2	protein_coding
NAT6	protein_coding
NAT8L	protein_coding
NAT8	protein_coding
NAT9	protein_coding
NAV1	protein_coding
NAV2-AS1	antisense
NAV2-AS2	antisense
NAV2-AS3	antisense
NAV2-AS4	antisense
NAV2-AS5	antisense
NAV2-IT1	sense_intronic
NAV2	protein_coding
NAV3	protein_coding
NBAS	protein_coding
NBEAL1	protein_coding
NBEAL2	protein_coding
NBEAP1	pseudogene
NBEA	protein_coding
NBL1	protein_coding
NBN	protein_coding
NBPF10	protein_coding
NBPF11	protein_coding
NBPF12	protein_coding
NBPF14	protein_coding
NBPF15	protein_coding
NBPF16	protein_coding
NBPF18P	antisense
NBPF1	protein_coding
NBPF20	protein_coding
NBPF22P	pseudogene
NBPF24	protein_coding
NBPF3	protein_coding
NBPF4	protein_coding
NBPF5P	processed_transcript
NBPF6	protein_coding
NBPF8	protein_coding
NBPF9	protein_coding
NBR1	protein_coding
NBR2	pseudogene
NCALD	protein_coding
NCAM1-AS1	antisense
NCAM1	protein_coding
NCAM2	protein_coding
NCAN	protein_coding
NCAPD2	protein_coding
NCAPD3	protein_coding
NCAPG2	protein_coding
NCAPG	protein_coding
NCAPH2	protein_coding
NCAPH	protein_coding
NCBP1	protein_coding
NCBP2-AS1	antisense
NCBP2-AS2	lincRNA
NCBP2L	protein_coding
NCBP2	protein_coding
NCCRP1	protein_coding
NCDN	protein_coding
NCEH1	protein_coding
NCF1B	pseudogene
NCF1	protein_coding
NCF2	protein_coding
NCF4	protein_coding
NCK1	protein_coding
NCK2	protein_coding
NCKAP1L	protein_coding
NCKAP1	protein_coding
NCKAP5-IT1	sense_intronic
NCKAP5L	protein_coding
NCKAP5	protein_coding
NCKIPSD	protein_coding
NCLN	protein_coding
NCL	protein_coding
NCMAP	protein_coding
NCOA1	protein_coding
NCOA2	protein_coding
NCOA3	protein_coding
NCOA4	protein_coding
NCOA5	protein_coding
NCOA6	protein_coding
NCOA7-AS1	antisense
NCOA7	protein_coding
NCOR1P1	pseudogene
NCOR1	protein_coding
NCOR2	protein_coding
NCR1	protein_coding
NCR2	protein_coding
NCR3LG1	protein_coding
NCR3	protein_coding
NCRNA00171	processed_transcript
NCS1	protein_coding
NCSTN	protein_coding
NDC1	protein_coding
NDC80	protein_coding
NDE1	protein_coding
NDEL1	protein_coding
NDFIP1	protein_coding
NDFIP2-AS1	antisense
NDFIP2	protein_coding
NDNF	protein_coding
NDNL2	protein_coding
NDN	protein_coding
NDOR1	protein_coding
NDP-AS1	antisense
NDP	protein_coding
NDRG1	protein_coding
NDRG2	protein_coding
NDRG3	protein_coding
NDRG4	protein_coding
NDST1	protein_coding
NDST2	protein_coding
NDST3	protein_coding
NDST4	protein_coding
NDUFA10	protein_coding
NDUFA11	protein_coding
NDUFA12	protein_coding
NDUFA13	protein_coding
NDUFA1	protein_coding
NDUFA2	protein_coding
NDUFA3	protein_coding
NDUFA4L2	protein_coding
NDUFA4	protein_coding
NDUFA5	protein_coding
NDUFA6-AS1	processed_transcript
NDUFA6	protein_coding
NDUFA7	protein_coding
NDUFA8	protein_coding
NDUFA9	protein_coding
NDUFAB1	protein_coding
NDUFAF1	protein_coding
NDUFAF2	protein_coding
NDUFAF3	protein_coding
NDUFAF4	protein_coding
NDUFAF5	protein_coding
NDUFAF6	protein_coding
NDUFAF7	protein_coding
NDUFB10	protein_coding
NDUFB11	protein_coding
NDUFB1	protein_coding
NDUFB2-AS1	antisense
NDUFB2	protein_coding
NDUFB3	protein_coding
NDUFB4	protein_coding
NDUFB5	protein_coding
NDUFB6	protein_coding
NDUFB7	protein_coding
NDUFB8	protein_coding
NDUFB9	protein_coding
NDUFC1	protein_coding
NDUFC2-KCTD14	protein_coding
NDUFC2	protein_coding
NDUFS1	protein_coding
NDUFS2	protein_coding
NDUFS3	protein_coding
NDUFS4	protein_coding
NDUFS5	protein_coding
NDUFS6	protein_coding
NDUFS7	protein_coding
NDUFS8	protein_coding
NDUFV1	protein_coding
NDUFV2	protein_coding
NDUFV3	protein_coding
NEAT1	lincRNA
NEBL-AS1	antisense
NEBL	protein_coding
NEB	protein_coding
NECAB1	protein_coding
NECAB2	protein_coding
NECAB3	protein_coding
NECAP1	protein_coding
NECAP2	protein_coding
NEDD1	protein_coding
NEDD4L	protein_coding
NEDD4	protein_coding
NEDD8-MDP1	protein_coding
NEDD8	protein_coding
NEDD9	protein_coding
NEFH	protein_coding
NEFL	processed_transcript
NEFM	protein_coding
NEGR1-IT1	sense_intronic
NEGR1	protein_coding
NEIL1	protein_coding
NEIL2	protein_coding
NEIL3	protein_coding
NEK10	protein_coding
NEK11	protein_coding
NEK1	protein_coding
NEK2	protein_coding
NEK3	protein_coding
NEK4	protein_coding
NEK5	protein_coding
NEK6	protein_coding
NEK7	protein_coding
NEK8	protein_coding
NEK9	protein_coding
NELFA	protein_coding
NELFB	protein_coding
NELFCD	protein_coding
NELFE	protein_coding
NELL1	protein_coding
NELL2	protein_coding
NEMF	protein_coding
NENF	protein_coding
NEO1	protein_coding
NES	protein_coding
NET1	protein_coding
NETO1	protein_coding
NETO2	protein_coding
NEU1	protein_coding
NEU2	protein_coding
NEU3	protein_coding
NEU4	protein_coding
NEURL1B	protein_coding
NEURL2	protein_coding
NEURL3	pseudogene
NEURL4	protein_coding
NEURL	protein_coding
NEUROD1	protein_coding
NEUROD2	protein_coding
NEUROD4	protein_coding
NEUROD6	protein_coding
NEUROG1	protein_coding
NEUROG2	protein_coding
NEUROG3	protein_coding
NEXN-AS1	antisense
NEXN	protein_coding
NF1	protein_coding
NF2	protein_coding
NFAM1	protein_coding
NFASC	protein_coding
NFAT5	protein_coding
NFATC1	protein_coding
NFATC2IP	protein_coding
NFATC2	protein_coding
NFATC3	protein_coding
NFATC4	protein_coding
NFE2L1	protein_coding
NFE2L2	protein_coding
NFE2L3	protein_coding
NFE2	protein_coding
NFE4	antisense
NFIA	protein_coding
NFIB	protein_coding
NFIC	protein_coding
NFIL3	protein_coding
NFIX	protein_coding
NFKB1	protein_coding
NFKB2	protein_coding
NFKBIA	protein_coding
NFKBIB	protein_coding
NFKBID	protein_coding
NFKBIE	protein_coding
NFKBIL1	protein_coding
NFKBIZ	protein_coding
NFRKB	protein_coding
NFS1	protein_coding
NFU1	protein_coding
NFX1	protein_coding
NFXL1	protein_coding
NFYA	protein_coding
NFYB	protein_coding
NFYC	protein_coding
NGB	protein_coding
NGDN	protein_coding
NGEF	protein_coding
NGF	protein_coding
NGFRAP1	protein_coding
NGFR	protein_coding
NGLY1	protein_coding
