gene	value
FBXL3	10.3377777777778
ITGAL	0.37
PDK2	25.1866666666667
ITGA3	116.213333333333
ZFX	10.25
LAMP2	79.6844444444444
ITGA2B	3.33333333333333
ASB4	0.00222222222222222
GDE1	35.6466666666667
C19orf60	121.105555555556
CRLF1	8.6
OSBPL7	38.73
TMEM98	7.36
YBX2	25.7766666666667
KRT33A	0.00333333333333333
MAP3K14	4.78666666666667
ABCC8	4.90777777777778
CACNG3	0
TMEM132A	67.78
AP2B1	38.4055555555556
TAC1	0
ZNF263	18.2933333333333
CX3CL1	0.724166666666667
SPATA20	64.9144444444444
CACNA1G	0.0566666666666667
TNFRSF12A	112.47
DLX6	0.00111111111111111
MAP3K9	6.33
RALA	15.7722222222222
BAIAP2L1	14.77
KDM7A	4.02
ETV1	1.21555555555556
AGK	20.75
ALDH3B1	4.11333333333333
TTC22	0.691111111111111
PHTF2	16.4733333333333
CCL26	0.184444444444444
FARP2	14.59
USH1C	0.05
GGCT	105.377777777778
DBF4	23.3488888888889
TBXA2R	0.0233333333333333
IFRD1	38.7244444444444
LGALS14	0.00777777777777778
COX10	8.63
GTF2IRD1	20.7622222222222
PAF1	75.7977777777778
VPS41	22.9066666666667
ARHGAP44	3.17555555555556
ELAC2	63.3655555555556
SCIN	2.90333333333333
ARSD	14.21
PNPLA4	5.34
MYH13	0
ADIPOR2	35.5183333333333
CDKL3	1.02
UPP2	0.00444444444444444
PRSS21	0.288888888888889
MARK4	9.11555555555556
PROM1	0.0344444444444444
CCDC124	58.8277777777778
CEACAM21	0.0422222222222222
PAFAH1B1	53.4366666666667
NOS2	0.0222222222222222
DNAH9	0.0122222222222222
KIAA0100	47.3388888888889
SLC13A2	0.0155555555555556
GAS7	0.11
TRAPPC6A	51.0544444444444
MATK	6.19777777777778
CEACAM7	0.0966666666666667
CD79B	0.0755555555555556
SCN4A	0.00222222222222222
ST7L	9.65111111111111
TKTL1	0.00333333333333333
PAX6	0.0288888888888889
RPUSD1	32.36
RHBDF1	85.5666666666667
LUC7L	84.1344444444444
CACNA2D2	0.456666666666667
BAIAP3	15.7
TSR3	26.4133333333333
PIGQ	13.6266666666667
CRAMP1	16.2166666666667
TEAD3	11.17
SELE	0.0133333333333333
DNAJC11	30.0511111111111
FMO3	0.00555555555555556
MYLIP	29.9622222222222
NOX1	0.0188888888888889
E2F2	3.01666666666667
PSMB1	332.289166666667
SYN1	0.0533333333333333
JARID2	18.02
CDKL5	1.50111111111111
CAMK1G	0.02
CDK11A	39.4255555555556
NADK	67.9044444444445
TFAP2B	0.00111111111111111
TFAP2D	0
DLEC1	0.08
CYTH3	9.89222222222222
ADAM22	2.48666666666667
SYPL1	86.9622222222222
CYB561	128.832222222222
SPAG9	24.7811111111111
CELSR3	5.18666666666667
AASS	2.38666666666667
PLEKHG6	3.76444444444444
SS18L2	26.2922222222222
MPND	15.0233333333333
MGST1	249.528888888889
CRY1	13.9666666666667
PGLYRP1	0
NFIX	2.54888888888889
ST3GAL1	13.0922222222222
MMP25	0.23
IL32	1.15555555555556
PKD1	58.9766666666667
MAPK8IP2	0.818888888888889
MED24	31.2211111111111
RHOBTB2	8.78444444444444
HEATR5B	10.9733333333333
SEC62	31.8655555555556
RPS20	1589.74222222222
CSDE1	633.734444444444
UBE3C	34.6411111111111
REV3L	12.75
TENM1	0.0255555555555556
PAX7	0
MASP2	0.0755555555555556
IYD	0.0166666666666667
FAM76A	4.30444444444444
TRAF3IP3	0.00222222222222222
POMT2	37.5766666666667
VTA1	39.4877777777778
MLXIPL	9.58111111111111
BAZ1B	25.7911111111111
RANBP9	25.8377777777778
ETV7	0.117777777777778
SPRTN	6.85666666666667
METTL13	32.1155555555556
DYRK4	7.93222222222222
ZNF207	94.28
UQCRC1	183.34
STARD3NL	14.3088888888889
CD9	297.072222222222
HHATL	0.0255555555555556
NCAPD2	36.4011111111111
IFFO1	0.483333333333333
GIPR	1.15777777777778
PHF7	3.72
SEMA3G	0.08
NISCH	34.6166666666667
STAB1	0.0388888888888889
FUZ	11.9366666666667
SLC6A13	0.04
IDS	48.3144444444444
PRSS3	4.02666666666667
ZNF200	5.30444444444444
CD4	0.06
LRRC23	4.60222222222222
BTK	0.0133333333333333
HFE	2.15333333333333
SCMH1	14.7655555555556
FYN	5.92444444444444
HIVEP2	2.19
FMO1	0.00444444444444444
TCEB3	16.2988888888889
LYPLA2	39.88
CLCN6	8.72333333333333
MRC2	7.53555555555556
NME1-NME2	9.43888888888889
SLC6A7	0
TSPAN9	8.06555555555556
BTBD7	12.9155555555556
APBA3	8.97111111111111
MKS1	30.2033333333333
ABHD5	14.8388888888889
ANOS1	2.40222222222222
AKAP8L	54.0522222222222
MBTD1	17.0388888888889
UTP18	57.8833333333333
RNF216	17.0322222222222
TTC19	13.8888888888889
PTBP1	141.064444444444
DPF1	2.54555555555556
SYT7	11.8455555555556
LARS2	6.17
PIK3C2A	10.8288888888889
PLAUR	11.0722222222222
ANLN	36.4777777777778
WIZ	13.2711111111111
RABGAP1	37.9355555555556
DCN	0.928888888888889
QPCTL	10.5911111111111
PPP5C	101.082222222222
CEP68	4.45555555555556
MAP4K3	20.47
ZBTB32	0.03
TYROBP	0.00777777777777778
TMEM159	14.6988888888889
GABRA3	0.0244444444444444
BRCA1	23.0644444444444
ERCC1	45.3255555555556
CD22	1.87
SEMA3B	160.96
MBTPS2	8.02666666666667
PRICKLE3	10.4455555555556
LTF	0.0133333333333333
EXTL3	8.46666666666667
NR1H4	0.0166666666666667
ELOVL5	45.84
ALOX5	0.884444444444444
KDM5D	0.00555555555555556
CALCOCO1	46.6166666666667
UBR7	34.0577777777778
MAP4K5	15.3733333333333
EHD3	2.4
PSMC4	103.713333333333
MAN2B2	7.81
SLC7A14	0
CLDN11	0.217777777777778
SLC25A39	190.378888888889
MVP	20.6722222222222
NUB1	22.7188888888889
PGM3	18.7766666666667
RWDD2A	2.96
CLK1	88.4444444444444
POLR3B	4.74
ANGEL1	21.8077777777778
RNF14	21.8855555555556
DNASE1L1	24.44
DDX11	70.6744444444444
HEBP1	24.2833333333333
GPRC5A	108.010833333333
MAMLD1	3.74333333333333
CD6	0.0111111111111111
TACC3	61.6622222222222
UFL1	10.225
POLA2	44.3955555555556
ZC3H3	5.805
CAPN1	112.247777777778
ACPP	0.887777777777778
MDH1	151.81
SLC30A9	23.0244444444444
MTMR11	20.2066666666667
COX15	16.7433333333333
CCDC88C	8.52111111111111
YAF2	11.0955555555556
ZMYND11	61.9711111111111
WAS	1.65666666666667
DPEP1	0.165555555555556
BID	47.1033333333333
MATR3	107.083333333333
NPC1L1	0.211111111111111
XYLT2	18.8888888888889
RGPD5	8.08666666666667
STMN4	0.0711111111111111
NUDCD3	32.4677777777778
ISL1	0.265555555555556
CHDH	2.26444444444444
IL20RA	0.372222222222222
CLCA1	0
CLCA4	0.0266666666666667
GLT8D1	36.8177777777778
ATP2C1	34.3533333333333
IGF1	0
SLC38A5	0.523333333333333
RALBP1	19.02
RUFY3	9.38
CNTN1	1.44222222222222
SLC11A1	0.141111111111111
WWTR1	16.6188888888889
AGPS	0.587777777777778
CXorf56	14.9711111111111
ATP1A2	0.0233333333333333
TTC27	8.39333333333333
ZNF582	0.147777777777778
VSIG2	0.245555555555556
PHLDB1	20.0722222222222
MARCO	0.00555555555555556
CYP24A1	5.83111111111111
PRDM11	1.50555555555556
SYT13	0.205555555555556
SNAI2	13.5144444444444
CD74	0.67
HGF	0
ZRANB1	8.6725
NCDN	13.0711111111111
ADGRA2	0.374444444444444
ZFP64	9.60555555555556
MNAT1	40.9466666666667
SAMD4A	2.33555555555556
RUNX3	0.0544444444444444
MRE11A	7.98111111111111
PLEKHB1	8.54777777777778
SERPINB1	24.8633333333333
CYP3A43	0.06
SLC7A9	0.127777777777778
SPAST	5.32777777777778
NRXN3	0.584444444444444
OSBPL5	5.20777777777778
AQR	17.4155555555556
CPS1	1.52666666666667
C8B	0.00555555555555556
FHL1	8.79222222222222
RTFDC1	105.363333333333
GABRA1	0.0122222222222222
NLRP2	0.00444444444444444
SLC45A4	4.62
RNF10	82.4077777777778
ZNF839	19.1411111111111
ZDHHC6	32.9111111111111
GRAMD1B	0.108888888888889
RNH1	53.7622222222222
NDUFS1	57.2422222222222
RB1CC1	7.40666666666667
ERP44	11.3241666666667
ALAS1	17.52
BIRC3	0.227777777777778
AKAP11	9.54777777777778
GLRX2	21.1211111111111
SNAPC1	5.61
DERA	12.2066666666667
STRAP	67.7622222222222
ABCC2	0.878888888888889
DEF6	8.93333333333333
PLEKHO1	5.75888888888889
GCLM	13.2033333333333
UBR2	8.42666666666667
EHD2	5.55222222222222
DEPDC1	10.9133333333333
CCDC28A	8.33
RRAGD	1.82444444444444
HSF2	14.0777777777778
PHF20	12.7366666666667
HSD17B6	1.78777777777778
NR1H3	10.2144444444444
TYMP	1.45222222222222
NCAPH2	27.6422222222222
TOMM34	22.0033333333333
SEC63	23.1244444444444
KPNA6	13.5911111111111
VIM	134.236666666667
RTEL1-TNFRSF6B	29.4744444444444
FAS	7.39333333333333
RNASET2	38.8111111111111
CD44	215.298888888889
KCNG1	3.01666666666667
AGPAT4	0.491111111111111
SLAMF7	0.243333333333333
BTN3A1	0.743333333333333
MIPEP	11.0122222222222
PRKCH	14.4955555555556
INSRR	0.000833333333333333
IFNGR1	14.2988888888889
B4GALT7	21.1344444444444
SH2D2A	0.153333333333333
VRK2	11.3255555555556
TNFRSF1B	0.0133333333333333
VEZT	37.0988888888889
POU2F2	0.356666666666667
BRD9	36.6144444444444
SNX1	69.5077777777778
TBPL1	21.3877777777778
ARNTL2	4.06
BCLAF1	68.57
SLC39A9	35.5844444444444
ANK1	0.292222222222222
IBSP	0.502222222222222
TFB1M	11.0322222222222
RABEP1	19.8055555555556
HMGB3	138.593333333333
NUP160	33.0433333333333
BAK1	16.1477777777778
MUSK	0
IKZF2	2.57111111111111
GRN	155.996666666667
FAM13B	12.6811111111111
ARHGAP31	0.376666666666667
CENPQ	7.86833333333333
SARS	135.717777777778
RANBP3	26.3677777777778
ARID4A	14.1044444444444
TSSC1	27.9533333333333
PNPLA6	15.8188888888889
IFT88	8.12888888888889
ALG1	14.4755555555556
ZCCHC8	22.6211111111111
ABCF2	29.6811111111111
CHPF2	16.4644444444444
LRRC7	0.00444444444444444
FUT8	44.2366666666667
UBA6	33.3711111111111
GAB2	4.37
ATP6V0A1	27.2988888888889
PIAS1	17.6388888888889
SLC4A7	14.0411111111111
APBA2	0.965555555555556
MAP2K3	17.5833333333333
EFCAB1	0.09
TMSB10	2431.61222222222
ASTE1	5.15333333333333
RNF19A	35.4311111111111
PEX3	15.69
GABARAPL2	105.573333333333
MYOC	0.00222222222222222
SH3YL1	42.7411111111111
FAM136A	82.2633333333333
VCL	17.9555555555556
DEPDC1B	17.5644444444444
DAPK2	4.53222222222222
NSMAF	32.0488888888889
ADSS	23.4358333333333
STAP1	0
TIMP2	10.2911111111111
RFC1	23.4388888888889
TBC1D23	12.7288888888889
CUL3	43.3688888888889
MYOM2	0.101111111111111
OTC	0
CYP46A1	0.573333333333333
ZZZ3	14.11
SLC18A1	0
USP2	0.88
CASR	0
TUBG2	19.0783333333333
RPL26L1	101.515555555556
FLT4	0.708888888888889
NSUN2	64.8455555555556
FBXO42	10.4622222222222
MFAP3	10.9755555555556
MRI1	61.3988888888889
METTL1	33.9877777777778
HOXC8	0.717777777777778
AGA	12.3366666666667
PI4K2B	9.82444444444444
BOD1L1	11.6011111111111
MAT2B	23.0777777777778
TLL1	0.32
EDC4	71.7922222222222
TRIO	43.5688888888889
VCAN	2.32
CLEC16A	10.4755555555556
MSR1	0.00444444444444444
CDH1	189.658888888889
SKIV2L2	31.2433333333333
DNAH5	0.524166666666667
ZFYVE16	10.6111111111111
FAM65A	12.6411111111111
C6	0.0188888888888889
RAI14	7.03222222222222
SOX30	0.0377777777777778
PNKP	60.9088888888889
BEST2	0.0688888888888889
PHLPP2	8.12555555555556
SPDL1	29.5433333333333
STAU2	20.1422222222222
PQLC2	12.3222222222222
CTNS	5.02333333333333
RTN4R	2.82222222222222
PHF23	23.7577777777778
CDH10	0.0177777777777778
INPP4A	9.18222222222222
RAB27B	2.52111111111111
PSMA4	461.934444444444
MYO16	1.69222222222222
LSG1	47.0822222222222
PARP3	4.18111111111111
TNC	1.82222222222222
THAP3	7.44555555555556
FAM65C	3.97333333333333
TDP1	23.5944444444444
AIFM2	8.38444444444444
C2orf83	0
SPATA7	6.82444444444444
MED17	17.0266666666667
RETSAT	17.8188888888889
CAPG	44.0622222222222
AP2S1	117.275555555556
USH2A	0
ZPBP	0.0144444444444444
TG	0.0711111111111111
ADAM28	0.0888888888888889
BARX2	3.02777777777778
DCUN1D1	16.8022222222222
JADE2	15.6488888888889
ZIC2	2.23
LCP2	0.00444444444444444
TRIT1	13.7466666666667
ADRB1	0.674444444444444
GUCA2B	0.00166666666666667
CUL7	19.7755555555556
CTNNA1	123.623333333333
PHKA2	24.5555555555556
CNTLN	0.368888888888889
EPHA3	0.546666666666667
HSPA5	138.815
DSG2	21.7044444444444
GEMIN8	15.9088888888889
OFD1	30.1733333333333
GPM6B	12.2322222222222
MAGEC2	0.000833333333333333
PREX2	0.00111111111111111
WDR37	14.39
YTHDC2	8.99666666666667
CTPS2	12.2766666666667
ATP6V1H	30.45
POLR2B	58.0666666666667
FAM214A	50.4344444444444
ARAP2	1.76111111111111
TPR	50.3177777777778
CP	1.49555555555556
KIAA0556	22.5333333333333
DTNBP1	14.9477777777778
XK	0.470833333333333
ANO2	0.104444444444444
C12orf4	5.48888888888889
SCML1	16.9422222222222
WWC3	14.0055555555556
ARHGAP6	0.00777777777777778
FAM184B	0.0375
MAP4	42.2488888888889
GOPC	13.4266666666667
ROS1	0.577777777777778
USP28	10.4188888888889
HDAC9	0.94
TSPAN17	32.9655555555556
NOP16	75.16
CC2D2A	6.12555555555556
RRM2B	18.1211111111111
ZNF800	7.17777777777778
TNFRSF17	0.0122222222222222
SNX29	3.70111111111111
LMO3	0.187777777777778
MRPS10	28.0333333333333
GUCA1A	0
RSF1	18.5811111111111
VPS13D	7.41555555555556
CELF2	0.05
FAM120A	68.2522222222222
R3HDM1	30.4833333333333
COL9A2	2.8
KITLG	10.2455555555556
ERCC8	7.99444444444444
ADAMTS6	0.951111111111111
H6PD	4.07222222222222
VAMP3	40.02
PER3	6.98
UTS2	0.0266666666666667
TNFRSF9	0.00333333333333333
EPN3	28.32
LTBP1	8.61777777777778
RCN1	8.49777777777778
ELN	0.00111111111111111
RFC2	35.8133333333333
ARID1B	6.22555555555556
CLPTM1L	116.081111111111
NEDD4L	13.19
FOXP3	0.164444444444444
PPP1R3F	2.56888888888889
HEXB	91.1988888888889
PTCD2	6.36888888888889
KIAA2022	0.0922222222222222
JKAMP	63.9744444444444
DKK3	25.6477777777778
ARHGEF5	9.27
NFE2L3	4.86333333333333
MCUR1	8.86777777777778
LIMA1	20.0455555555556
LETMD1	62.2066666666667
SLC4A8	3.45222222222222
LAMC3	0.0922222222222222
PTGER3	0.263333333333333
TNIP3	0.00444444444444444
MAPK9	45.6944444444444
COL23A1	0.454444444444444
BCAR1	35.0644444444444
FAM160A2	16.3055555555556
HERPUD1	30.4
HOMER3	33.6866666666667
RAD51	15.2322222222222
POLQ	8.65444444444444
PIK3CB	16.0944444444444
CYBA	229.137777777778
THOC3	110.432222222222
HEBP2	18.4722222222222
MPHOSPH9	27.0033333333333
PLEKHA5	6.32444444444444
PRSS8	43.1411111111111
SIKE1	74.3077777777778
RRP12	15.5711111111111
FNIP2	2.28666666666667
MSMO1	44.2255555555556
TTC17	27.2522222222222
ALX4	0.0366666666666667
FSTL4	3.33777777777778
FOXN3	4.69888888888889
METTL24	0.000833333333333333
AKR7A2	32.6622222222222
MRTO4	36.44
NNAT	0.07
USE1	13.5133333333333
MCF2L2	0.372222222222222
NRIP2	0.00444444444444444
LAMA3	110.594444444444
AP5M1	15.8144444444444
ANAPC4	19.8966666666667
KCNQ1	0.0822222222222222
TRAPPC3	50.8944444444444
THRAP3	40.11
PHPT1	183.734444444444
ENTPD2	4.73
LY75	0.361111111111111
ARID4B	11.1144444444444
OPN3	10.6333333333333
SDCCAG8	11.3177777777778
PTPRN	0.0533333333333333
HHAT	1.76222222222222
KIF1B	8.86888888888889
FOXC1	4.72666666666667
TBC1D22A	5.48
SYNE2	31.6355555555556
PLEKHH1	25.9344444444444
ATP9A	34.1477777777778
SPO11	0.00222222222222222
CBLN4	0.283333333333333
CHRDL2	0.06
FAM168A	15.3911111111111
RELT	7.54333333333333
GALC	11.9666666666667
NOP58	103.612222222222
SZRD1	53.2411111111111
KCNH2	0.837777777777778
CUL1	29.1233333333333
FAM114A2	6.94111111111111
CYFIP2	6.28777777777778
TAB2	22.8655555555556
GINM1	21.6277777777778
EIF2AK2	10.5922222222222
USP36	30.6144444444444
KMT2C	12.9555555555556
MCOLN3	8.34666666666667
CCDC85A	0.4
PUM2	31.5855555555556
MRPL43	72.0488888888889
ITIH4	1.10666666666667
ITIH1	0.00888888888888889
C4orf27	11.835
ZFR	29.2
ZNF280C	4.39333333333333
NPFFR2	0.00888888888888889
PHF21B	1.53555555555556
TRAF1	0.624444444444444
RC3H2	20.7488888888889
IL17RB	10.5655555555556
TRAF3IP2	20.28
GYG2	2.43888888888889
DCBLD2	37.2477777777778
SERPINB3	0.984444444444444
SOAT1	7.61333333333333
PKP2	6.99333333333333
MSH4	0.00666666666666667
F7	0.116666666666667
GDI2	132.488888888889
PRDM1	0.494444444444444
ATG5	17.1811111111111
TMCC3	1.08666666666667
PITHD1	31.0711111111111
MTA3	29.77
USP13	8.4
ATP11B	10.4422222222222
LAMC2	133.883333333333
CDK14	1.65333333333333
SEC61A1	92.0811111111111
PPP1R12A	27.1933333333333
RASGRF1	0.135555555555556
CAMK2B	6.93555555555556
CROCC	19.4455555555556
POLR3E	56.1711111111111
ATP2B4	16.58
ZC3H11A	89.2588888888889
RIOK2	12.2466666666667
YIPF1	14.13
NDC1	14.5366666666667
DGKG	0.196666666666667
FLYWCH1	18.6733333333333
UNKL	30.0844444444444
TBXAS1	0.792222222222222
PARP12	9.95
ALDH18A1	34.9833333333333
TARBP1	39.5155555555556
GATB	7.87
MXD1	21.2077777777778
CDK17	8.81666666666667
DNAJC25	5.44555555555556
SLC2A3	3.34444444444444
PSD	3.57555555555556
CTDP1	4.35777777777778
YBX3	88.4333333333333
STYK1	0.977777777777778
WNK1	27.3422222222222
CCAR1	54.1933333333333
OGFR	46.7666666666667
GNA15	6.85666666666667
CREB3L3	0.00444444444444444
PIGV	9.49111111111111
PTPRU	15.0477777777778
SNRNP40	34.3577777777778
RIMBP2	0.00444444444444444
COL11A1	0.0711111111111111
QSER1	7.23888888888889
MPC1	13.1066666666667
ACAA1	64.3611111111111
BCAT1	0.261111111111111
HDAC7	22.0244444444444
LZTS1	0.264444444444444
PRDM6	1.8925
WNT8A	0
SPAG4	10.7177777777778
NCKAP1	61.5688888888889
MRPS35	31.8722222222222
GUCY1B3	0.3
SFSWAP	21.6055555555556
TNK2	29.2633333333333
MON2	23.7066666666667
CDH3	69.0566666666667
ARSF	0.00222222222222222
GPBP1	46.6811111111111
DGAT2	4.74333333333333
ZNF112	1.54111111111111
CS	122.803333333333
LTK	0.09
MRPS24	94.0322222222222
ELMO2	19.6
WAPL	16.4477777777778
VMP1	1236.74444444444
APPBP2	110.032222222222
POLD1	68.0166666666667
SEZ6	0.01
EIF4B	329.626666666667
SLC6A16	0.625555555555556
GLTSCR1	4.88111111111111
SPHK2	8.86444444444444
RPL18	1269.59888888889
CA11	3.72111111111111
ISOC2	48.4577777777778
U2AF2	163.837777777778
EPN1	35.4688888888889
MED29	20.6133333333333
AHRR	1.52222222222222
GSC2	0.00583333333333333
ZNF275	5.41888888888889
MTMR1	27.4866666666667
GPC1	39.7633333333333
ADCK1	12.1144444444444
HAGH	57.0266666666667
RNF4	40.5444444444444
CASP8	11.4522222222222
LIMCH1	1.57666666666667
ASUN	19.5755555555556
TM7SF3	70.1422222222222
DLX3	1.63916666666667
SPA17	7.00666666666667
TSPAN32	0.00111111111111111
WISP2	107.914444444444
DMRT3	0.0025
ST3GAL6	0.347777777777778
ATP2C2	17.0044444444444
NGFR	3.15333333333333
CDON	1.74777777777778
TAF2	28.2277777777778
HIPK2	5.23
TNPO3	23.2433333333333
MEF2BNB-MEF2B	17.5577777777778
RFXANK	69.8877777777778
TMEM161A	31.1055555555556
LPAR2	25.0111111111111
CTSA	85.0044444444444
SUGP2	67.8266666666667
SLC12A2	18.33
SNX24	17.3366666666667
EYA2	4.52555555555556
CNN2	31.2033333333333
ABCA7	3.34666666666667
SNCAIP	0.103333333333333
DDX20	7.41
BTBD1	32.3055555555556
FAR2	1.58888888888889
BCAS1	13.7722222222222
POU1F1	0.0322222222222222
CHI3L2	0.14
SBNO2	22.89
PMS1	10.6955555555556
HMG20B	84.0866666666667
CALCRL	0.0611111111111111
TAF11	45.1588888888889
ANKS1A	5.95555555555556
AP3D1	37.1044444444444
ZNF76	27.0477777777778
SLC9A3R2	24.9244444444444
NTHL1	23.6444444444444
UHRF1BP1	4.52333333333333
GNAI3	5.38888888888889
IPO5	32.9422222222222
OAT	52.3455555555556
WDR3	13.5755555555556
PKN2	12.3222222222222
WDR18	20.6388888888889
TRAM2	7.95916666666667
NTN1	2.77777777777778
GLP2R	0.124444444444444
MCM10	14.1855555555556
DGKA	29.3166666666667
ERBB3	65.0311111111111
ROPN1	0.141111111111111
ANKRD44	5.15666666666667
KARS	128.605555555556
ADAT1	55.4088888888889
PDIA5	15.6555555555556
TBC1D22B	4.76833333333333
NDUFB4	197.793333333333
SPEN	13.5311111111111
MYLK	5.77222222222222
ZC3H15	66.1222222222222
MAP2K4	12.4133333333333
TMEM206	3.84777777777778
SNAP91	0.0911111111111111
SLK	9.89777777777778
CYB5R4	5.72
COL17A1	153.046666666667
GSTO2	43.24
SEC61A2	11.1677777777778
PRKCQ	0.655555555555556
TLE2	17.21
ASB1	17.3588888888889
FAM107B	8.6
ME1	11.5177777777778
TBC1D1	13.4966666666667
CDK13	16.2433333333333
MTHFD2	93.5355555555556
SLC9A7	13.8244444444444
FOXJ2	4.61555555555556
YBX1	343.585555555556
PDE4A	0.415555555555556
PPP2R5A	15.1044444444444
CTNNA2	0.00111111111111111
ELAVL1	33.2811111111111
TIE1	0.00222222222222222
DIP2B	12.6633333333333
SMARCD1	44.0655555555556
KDM4A	18.3833333333333
NFYC	26.7888888888889
ZMYND12	0.476666666666667
SLC9A3	0.00222222222222222
NGEF	2.49777777777778
ASPM	15.3188888888889
CD84	0.00111111111111111
ELOVL1	92.3633333333333
SPI1	0.0122222222222222
ZNRD1	25.4277777777778
MPPED2	2.87555555555556
CLDN18	0.00111111111111111
ZBTB11	12.9241666666667
ATXN3	29.7777777777778
GOLGA5	27.24
FGFR2	7.23333333333333
LRRC40	7.06416666666667
ISOC1	101.2
EML1	8.57777777777778
TRMT11	15.9222222222222
THUMPD1	20.9155555555556
MSANTD3	16.1355555555556
KIF26A	1.29333333333333
ATG2B	7.82666666666667
ARFGEF1	22.3544444444444
ACSM2B	0.00555555555555556
ZFAT	3.22444444444444
MTFR1	21.2388888888889
STAG3	0.285555555555556
FECH	16.4322222222222
MYO9A	6.92111111111111
DDX3Y	0.0288888888888889
PFKP	97.8722222222222
IDI1	101.351111111111
SP100	12.2166666666667
KLF6	41.0977777777778
PLPP1	9.27888888888889
NEO1	16.0111111111111
TRAM1	75.5711111111111
PHKA1	6.78111111111111
TNFRSF1A	43.4522222222222
CACNB1	4.11555555555556
EVI5	2.97666666666667
STOML1	6.09777777777778
PKM	1193.33444444444
DHX29	7.11444444444444
DNTTIP2	15.6055555555556
METTL22	42.4488888888889
TP53BP1	17.8744444444444
TRO	0.0277777777777778
RRP15	14.2866666666667
RHOA	166.96
DHX8	18.2366666666667
PRKCZ	28.9688888888889
ZFY	0.00222222222222222
IARS2	32.9533333333333
SYT1	7.79444444444444
NAV3	1.27555555555556
IDH3G	95.7233333333333
ROGDI	56.8555555555556
PDZD4	8.02111111111111
ATP2B3	0.00333333333333333
ROCK1	15.2244444444444
CBFB	25.1444444444444
PDK3	15.3411111111111
HYAL2	23.2733333333333
HDAC4	4.09
RASSF1	15.3644444444444
FGFR3	12.4644444444444
IFI35	7.54444444444444
HEATR6	147.357777777778
COASY	38.7566666666667
PLEKHH3	11.2966666666667
MEF2A	15.7533333333333
OTUD5	29.4755555555556
TFE3	9.20333333333333
TBC1D25	6.87444444444444
ACSL4	3.53333333333333
INPP5A	11.5477777777778
GPKOW	16.9666666666667
GRIPAP1	50.2688888888889
FTSJ1	32.0488888888889
PRR11	54.4922222222222
REEP1	1.50222222222222
ATP11A	6.52
POLR1A	8.83555555555555
LAPTM4A	211.210833333333
TTC7A	12.6055555555556
IP6K2	143.802222222222
STON1-GTF2A1L	0.161111111111111
SRBD1	6.08222222222222
KIF2A	22.1188888888889
RASGRP2	0.262222222222222
PSME4	28.94
